Dept,Course,Slot,Room,Students
1,352,28451,21,10
1,353,4426,21,10
1,351,8568,21,5
2,305,19812,,287
2,305,19688,,287
2,305,29183,,287
2,305,780,,287
2,305,2869,,287
2,305,7253,,287
2,305,1629,,287
2,101,19205,58,200
2,101,15810,58,200
2,101,10165,58,200
2,101,9433,58,200
2,101,26108,58,200
2,134,12900,58,180
2,134,21833,58,180
2,134,28813,58,180
2,134,26781,58,180
2,134,26679,58,180
2,134,31645,58,180
2,137,24385,45,78
2,137,7937,45,78
2,138,10986,25,35
2,139,23349,45,62
2,139,7892,45,62
2,111,4652,,700
3,96,26979,45,70
3,96,16068,45,70
3,102,24399,45,80
3,102,18927,45,80
3,201,9627,58,175
3,201,1256,58,175
3,201,15696,58,175
3,201,3123,58,175
3,201,21721,58,175
3,60,14377,45,70
3,60,2606,45,70
3,45,12010,,500
3,45,18989,,500
4,1,31953,,500
4,5,10803,45,80
4,5,14781,45,80
4,6,30786,45,100
4,55,22276,25,35
5,130,21517,58,140
5,130,1740,58,140
5,130,8902,58,140
5,130,15207,58,140
5,133,15298,58,234
5,133,25955,58,234
5,133,8841,58,234
5,133,15760,58,234
5,133,17496,58,234
5,133,12350,58,234
5,134,6688,58,180
5,134,3,58,180
5,134,28101,58,180
5,134,2386,58,180
5,134,10898,58,180
5,134,23995,58,180
5,135,12728,45,70
5,135,29861,45,70
5,140,8808,45,98
5,140,21051,45,98
5,140,14992,45,98
5,140,12669,45,98
5,111,6087,,700
5,287,21894,58,240
5,287,17352,58,240
5,287,872,58,240
5,287,24756,58,240
5,287,21818,58,240
5,287,14844,58,240
6,305,26857,,287
6,305,11534,,287
6,305,29355,,287
6,305,5648,,287
6,305,7192,,287
6,305,17243,,287
6,305,18973,,287
6,97,20709,,318
6,97,971,,318
6,97,28876,,318
6,97,10768,,318
6,97,9793,,318
6,97,6411,,318
6,97,2559,,318
6,133,10784,58,234
6,133,28545,58,234
6,133,9088,58,234
6,133,30514,58,234
6,133,24508,58,234
6,133,30430,58,234
6,101,22113,58,200
6,101,4191,58,200
6,101,13034,58,200
6,101,529,58,200
6,101,20919,58,200
6,137,16603,45,78
6,137,4263,45,78
6,138,27162,25,35
6,139,31976,45,62
6,139,26940,45,62
6,111,14322,,700
7,1,28461,,500
7,5,32197,45,80
7,5,28941,45,80
7,6,11400,45,100
8,1,15048,,500
8,5,30352,45,80
8,5,1906,45,80
8,54,3008,58,168
8,54,29019,58,168
8,54,7028,58,168
8,54,14662,58,168
8,6,31239,45,100
9,145,20384,58,180
9,145,5117,58,180
9,145,26803,58,180
9,145,10068,58,180
9,145,4253,58,180
9,145,9981,58,180
9,130,13169,58,140
9,130,21813,58,140
9,130,11757,58,140
9,130,1315,58,140
9,146,23235,58,180
9,146,15149,58,180
9,146,23951,58,180
9,146,20528,58,180
9,146,8823,58,180
9,146,29947,58,180
9,147,3296,45,70
9,147,7559,45,70
9,150,28032,45,102
9,150,15463,45,102
9,150,4797,45,102
9,150,7947,45,102
9,150,17904,45,102
9,150,13556,45,102
9,150,17693,45,102
9,150,25118,45,102
9,111,10502,,700
10,304,27209,31,34
10,304,1924,31,34
10,305,28586,,287
10,305,13998,,287
10,305,30990,,287
10,305,13842,,287
10,305,16723,,287
10,305,17654,,287
10,305,19351,,287
10,299,28225,11,30
10,299,29124,11,30
10,300,29080,11,30
10,301,14568,8,27
10,303,1552,8,28
11,18,25767,25,35
11,180,3907,,529
11,180,8068,,529
11,180,18660,,529
11,180,7300,,529
11,180,3622,,529
11,180,22121,,529
11,180,18922,,529
11,180,5869,,529
11,180,981,,529
11,180,10293,,529
11,180,13816,,529
11,180,13497,,529
11,22,17143,,35
11,201,19654,58,175
11,201,8616,58,175
11,201,8844,58,175
11,201,15055,58,175
11,201,822,58,175
11,302,14529,,436
