Dept,Course,Slot,Room,Students
1,240,15483,18,60
1,240,15352,75,60
1,241,21027,75,60
1,241,25843,57,60
1,242,3544,6,30
1,242,2410,6,30
1,243,6833,47,90
1,243,3762,47,90
1,243,6380,47,90
1,243,5759,47,90
1,244,30549,28,120
1,244,20322,28,120
1,244,11275,28,120
1,244,16430,28,120
1,25,22979,6,30
1,236,13554,57,60
1,236,14857,18,60
1,237,23855,6,30
1,238,27844,57,60
1,238,21609,57,60
1,238,25960,57,60
1,239,22581,18,60
1,239,11508,47,60
2,240,13067,18,60
2,240,29314,18,60
2,241,27307,18,60
2,241,6866,18,60
2,242,25664,6,30
2,242,25330,6,30
2,243,20643,47,90
2,243,23243,47,90
2,243,7307,47,90
2,243,16459,47,90
2,244,5348,28,120
2,244,9171,28,120
2,244,25172,28,120
2,244,23738,28,120
2,25,24626,6,30
2,236,27162,75,60
2,236,8013,57,60
2,237,17781,6,30
2,238,21697,57,60
2,238,20811,75,60
2,238,28452,18,60
2,239,3630,57,60
2,239,2103,75,60
3,240,28037,57,60
3,240,13273,75,60
3,241,4154,18,60
3,241,4515,18,60
3,242,2329,6,30
3,242,20667,6,30
3,243,4600,47,90
3,243,8606,47,90
3,243,23107,47,90
3,243,1392,47,90
3,244,4430,28,120
3,244,11281,28,120
3,244,32082,28,120
3,244,21614,28,120
3,25,17165,6,30
3,236,29784,57,60
3,236,4161,18,60
3,237,5605,6,30
3,238,886,75,60
3,238,11050,18,60
3,238,19723,57,60
3,239,11802,47,60
3,239,1788,57,60
4,240,6973,75,60
4,240,23267,18,60
4,241,23340,75,60
4,241,12837,18,60
4,242,26855,6,30
4,242,31703,6,30
4,243,27691,47,90
4,243,22322,47,90
4,243,26731,47,90
4,243,14529,47,90
4,244,2480,28,120
4,244,4690,28,120
4,244,2827,28,120
4,244,10014,28,120
4,25,28287,6,30
4,236,29539,18,60
4,236,10452,75,60
4,237,25381,6,30
4,238,29399,75,60
4,238,14405,75,60
4,238,23998,57,60
4,239,15457,18,60
4,239,20913,18,60
5,240,24786,75,60
5,240,24130,57,60
5,241,1129,18,60
5,241,27886,57,60
5,242,29008,6,30
5,242,32245,6,30
5,243,19864,47,90
5,243,26392,47,90
5,243,9701,47,90
5,243,2327,47,90
5,244,13232,28,120
5,244,8683,28,120
5,244,19716,28,120
5,244,19551,28,120
5,25,26314,6,30
5,236,1881,57,60
5,236,30310,75,60
5,237,11328,6,30
5,238,14216,18,60
5,238,29449,75,60
5,238,1800,57,60
5,239,17667,57,60
5,239,18029,57,60
6,240,26604,18,60
6,240,1869,57,60
6,241,12794,18,60
6,241,25814,57,60
6,242,30197,6,30
6,242,27121,6,30
6,243,14512,47,90
6,243,12442,47,90
6,243,19658,47,90
6,243,26590,47,90
6,244,15659,28,120
6,244,16283,28,120
6,244,9548,28,120
6,244,863,28,120
6,25,22115,6,30
6,236,19600,57,60
6,236,3764,57,60
6,237,27367,6,30
6,238,8984,75,60
6,238,544,18,60
6,238,32004,57,60
6,239,16932,18,60
6,239,12533,18,60
7,240,29138,75,60
7,240,9639,57,60
7,241,11997,57,60
7,241,13495,18,60
7,242,22608,6,30
7,242,27121,6,30
7,243,31481,47,90
7,243,11570,47,90
7,243,10283,47,90
7,243,23371,47,90
7,244,14536,28,120
7,244,2378,28,120
7,244,6987,28,120
7,244,16440,28,120
7,25,15651,6,30
7,236,28440,18,60
7,236,723,18,60
7,237,13265,6,30
7,238,9544,57,60
7,238,21338,75,60
7,238,13088,18,60
7,239,4968,75,60
7,239,5350,18,60
8,240,14788,18,60
8,240,20431,75,60
8,241,7361,18,60
8,241,12701,75,60
8,242,1737,6,30
8,242,18604,6,30
8,243,18882,47,90
8,243,2108,47,90
8,243,14997,47,90
8,243,25177,47,90
8,244,11237,28,120
8,244,1562,28,120
8,244,15021,28,120
8,244,2391,28,120
8,25,13165,6,30
8,236,19898,57,60
8,236,28050,57,60
8,237,31226,6,30
8,238,6000,57,60
8,238,11120,18,60
8,238,3717,47,60
8,239,13490,18,60
8,239,30610,75,60
9,240,21308,75,60
9,240,14773,75,60
9,241,15073,18,60
9,241,19514,18,60
9,242,16820,6,30
9,242,15254,6,30
9,243,6971,47,90
9,243,31850,47,90
9,243,13427,47,90
9,243,395,47,90
9,244,25788,28,120
9,244,30538,28,120
9,244,12810,58,120
9,244,1430,28,120
9,25,13927,6,30
9,236,18498,75,60
9,236,20255,75,60
9,237,20790,6,30
9,238,9274,75,60
9,238,1667,57,60
9,238,5296,18,60
9,239,3848,57,60
9,239,318,75,60
10,240,31442,75,60
10,240,2981,18,60
10,241,611,75,60
10,241,9838,57,60
10,242,21078,6,30
10,242,22766,6,30
10,243,27489,47,90
10,243,10354,47,90
