Dept,Course,Slot,Room,Students
1,240,12393,75,60
1,240,7986,57,60
1,241,3017,18,60
1,241,18151,75,60
1,242,26870,6,30
1,242,18470,6,30
1,243,4282,47,90
1,243,30185,47,90
1,243,13570,47,90
1,243,3568,47,90
1,244,27194,28,120
1,244,22859,28,120
1,244,784,28,120
1,244,16215,28,120
1,25,1166,6,30
1,236,31456,75,60
1,236,31907,57,60
1,237,23814,6,30
1,238,23368,75,60
1,238,4590,75,60
1,238,24167,47,60
1,239,14189,75,60
1,239,6546,18,60
2,240,6427,75,60
2,240,20399,18,60
2,241,17634,57,60
2,241,14219,18,60
2,242,7618,6,30
2,242,27488,6,30
2,243,6129,47,90
2,243,7082,47,90
2,243,827,47,90
2,243,3573,47,90
2,244,9424,28,120
2,244,25106,28,120
2,244,24159,28,120
2,244,9175,28,120
2,25,16238,6,30
2,236,1050,18,60
2,236,18411,18,60
2,237,9909,6,30
2,238,15648,57,60
2,238,13508,18,60
2,238,22645,18,60
2,239,30026,57,60
2,239,8539,18,60
3,240,20103,57,60
3,240,29150,75,60
3,241,25504,18,60
3,241,27426,75,60
3,242,15123,6,30
3,242,29277,6,30
3,243,27089,47,90
3,243,7517,47,90
3,243,32110,47,90
3,243,4090,47,90
3,244,7699,28,120
3,244,16629,28,120
3,244,7633,28,120
3,244,9138,28,120
3,25,16979,6,30
3,236,24615,18,60
3,236,8607,18,60
3,237,12017,6,30
3,238,9341,18,60
3,238,30741,18,60
3,238,2695,57,60
3,239,28482,18,60
3,239,27454,75,60
4,240,8932,75,60
4,240,29310,18,60
4,241,20942,18,60
4,241,19717,57,60
4,242,28628,6,30
4,242,15869,6,30
4,243,24465,47,90
4,243,9202,47,90
4,243,11764,47,90
4,243,19735,47,90
4,244,22838,28,120
4,244,22301,28,120
4,244,24926,28,120
4,244,26555,28,120
4,25,1927,6,30
4,236,8728,75,60
4,236,14416,75,60
4,237,428,6,30
4,238,16147,75,60
4,238,20193,75,60
4,238,19947,57,60
4,239,12563,18,60
4,239,17584,57,60
5,240,25544,18,60
5,240,9029,18,60
5,241,1921,57,60
5,241,27567,18,60
5,242,17881,6,30
5,242,10779,6,30
5,243,2840,47,90
5,243,15764,47,90
5,243,2982,47,90
5,243,1638,47,90
5,244,2594,28,120
5,244,3635,28,120
5,244,3489,28,120
5,244,20677,28,120
5,25,5566,6,30
5,236,13506,18,60
