Dept,Course,Slot,Room,Students
1,48,27840,,727
1,48,20450,,727
1,48,5957,,727
1,48,2088,,727
1,48,17705,,727
1,48,9578,,727
1,48,12051,,727
1,48,12501,,727
1,48,24984,,727
1,48,19292,,727
1,48,19646,,727
1,48,6303,,727
1,52,14805,23,180
1,52,9141,23,180
1,52,27095,23,180
1,52,4005,23,180
1,70,27661,,344
1,70,8809,,344
1,70,18182,,344
1,70,26475,,344
1,70,20726,,344
1,70,18806,,344
1,70,6810,,344
1,119,424,3,40
1,63,26688,,400
1,63,15588,,400
1,63,28391,,400
1,63,786,,400
1,63,8916,,400
1,63,4056,,400
1,63,24313,,400
1,63,17660,,400
1,63,20094,,400
2,48,12189,,727
2,48,24092,,727
2,48,23402,,727
2,48,14547,,727
2,48,16368,,727
2,48,6289,,727
2,48,14226,,727
2,48,6577,,727
2,48,2584,,727
2,48,5082,,727
2,48,1212,,727
2,48,22366,,727
2,52,22640,23,180
2,52,1594,23,180
2,52,23308,23,180
2,52,4394,23,180
2,70,15297,,344
2,70,6724,,344
2,70,25733,,344
2,70,28458,,344
2,70,4720,,344
2,70,3769,,344
2,70,2684,,344
2,119,20146,3,40
2,63,5539,,400
2,63,7365,,400
2,63,12677,,400
2,63,23248,,400
2,63,27179,,400
2,63,28480,,400
2,63,13681,,400
2,63,25429,,400
2,63,1304,,400
3,48,14176,,727
3,48,7424,,727
3,48,13475,,727
3,48,9189,,727
3,48,11526,,727
3,48,1033,,727
3,48,652,,727
3,48,26064,,727
3,48,23504,,727
3,48,23634,,727
3,48,27929,,727
3,48,17146,,727
3,70,11811,,344
3,70,1450,,344
3,70,23214,,344
3,70,28091,,344
3,70,9337,,344
3,70,10650,,344
3,70,17787,,344
3,119,4611,3,40
4,48,24876,,727
4,48,18318,,727
4,48,15214,,727
4,48,10309,,727
4,48,28817,,727
4,48,16178,,727
4,48,25169,,727
4,48,27700,,727
4,48,24025,,727
4,48,17748,,727
4,48,2012,,727
4,48,18462,,727
4,52,11416,23,180
4,52,2396,23,180
4,52,23488,,180
4,52,15447,23,180
4,70,12212,,344
4,70,25513,,344
4,70,1962,,344
4,70,15350,,344
4,70,8500,,344
4,70,13878,,344
4,70,17146,,344
