Dept,Course,Slot,Room,Students
1,33,7606,14,60
1,33,12167,14,60
1,35,31302,18,30
1,29,9892,18,30
2,33,9759,10,60
2,33,5823,14,60
2,35,7021,18,30
2,29,13875,19,30
3,33,1776,14,60
3,33,23026,5,60
3,35,20849,18,30
3,29,1142,5,30
4,33,16440,14,60
4,33,1754,14,60
4,35,20806,19,30
4,29,2748,18,30
5,33,11069,14,60
5,33,38,14,60
5,35,29235,18,30
5,29,604,19,30
6,33,23227,14,60
6,33,9900,14,60
6,35,5375,18,30
6,29,15957,18,30
7,33,31216,14,60
7,33,23200,14,60
7,35,9465,19,30
7,29,32159,18,30
8,33,9609,14,60
8,33,1564,14,60
8,35,2399,18,30
8,29,23080,19,30
9,33,12128,14,60
9,33,13524,5,60
9,35,15340,19,30
9,29,13772,18,30
10,33,25099,14,60
10,33,5525,14,60
10,35,12140,19,30
10,29,7990,18,30
11,33,13953,14,60
11,33,13679,14,60
11,35,4049,19,30
11,29,15720,18,30
12,33,9414,14,60
12,33,12271,14,60
12,35,27536,9,30
12,29,7413,19,30
13,33,11278,14,60
13,33,12631,14,60
13,35,660,18,30
13,29,21570,,30
14,33,13169,14,60
14,33,30310,14,60
14,35,18886,18,30
14,29,26879,18,30
15,33,15656,14,60
15,33,21544,14,60
15,35,17229,19,30
15,29,9341,18,30
16,33,12698,14,60
16,33,15806,10,60
16,35,29899,18,30
16,29,15852,19,30
17,33,392,14,60
17,33,14823,14,60
17,35,10017,18,30
17,29,29124,19,30
18,33,32117,14,60
18,33,16742,14,60
18,35,29679,19,30
18,29,3720,15,30
19,33,7423,14,60
19,33,18805,14,60
19,35,22262,18,30
19,29,26763,5,30
20,33,5434,14,60
20,33,17312,14,60
20,35,2534,19,30
20,29,20902,18,30
21,33,13472,14,60
21,33,7997,14,60
21,35,13156,18,30
21,29,20,19,30
22,33,29274,14,60
22,33,7218,14,60
22,35,11796,15,30
22,29,20674,19,30
23,33,9709,14,60
23,33,6422,14,60
23,35,15250,5,30
23,29,16116,15,30
24,33,26479,5,60
24,33,22524,14,60
24,35,3689,18,30
24,29,723,18,30
25,33,16106,10,60
25,33,4156,14,60
25,35,26713,19,30
25,29,29066,5,30
26,33,722,14,60
26,33,1889,14,60
26,35,8364,19,30
26,29,23342,19,30
27,33,8161,14,60
27,33,16242,14,60
27,35,16249,9,30
27,29,28606,18,30
28,33,27085,14,60
28,33,29374,5,60
28,35,23903,15,30
28,29,4691,19,30
29,33,2728,14,60
29,33,11317,14,60
29,35,14251,9,30
29,29,17776,18,30
30,33,13994,14,60
30,33,28953,14,60
30,35,28857,19,30
30,29,4941,19,30
31,32,17699,1,150
31,32,16326,29,150
31,32,13224,4,150
31,32,2940,29,150
31,32,26572,29,150
31,32,2160,29,150
31,34,8972,14,60
31,34,1239,14,60
