Dept,Course,Slot,Room,Students
1,240,30784,18,60
1,240,18346,18,60
1,241,31577,18,60
1,241,5964,57,60
1,242,21995,6,30
1,242,9803,6,30
1,243,1200,47,90
1,243,15295,47,90
1,243,731,47,90
1,243,16126,47,90
1,244,4858,28,120
1,244,3746,28,120
1,244,3142,28,120
1,244,27879,28,120
1,25,9967,6,30
1,236,28268,75,60
1,236,11350,18,60
1,237,17824,6,30
1,238,25432,75,60
1,238,25783,57,60
1,238,19738,57,60
1,239,10039,57,60
1,239,1392,18,60
2,240,1018,18,60
2,240,22774,75,60
2,241,27953,57,60
2,241,11828,57,60
2,242,11344,6,30
2,242,28295,6,30
2,243,19251,47,90
2,243,30954,47,90
2,243,17851,47,90
2,243,7316,47,90
2,244,27475,28,120
2,244,9611,28,120
2,244,31852,28,120
2,244,17358,28,120
2,25,13137,6,30
2,236,22883,18,60
2,236,4774,18,60
2,237,10914,6,30
2,238,23681,57,60
2,238,3221,75,60
2,238,4165,18,60
2,239,23203,18,60
2,239,335,75,60
3,240,31308,18,60
3,240,27556,18,60
3,241,11811,57,60
3,241,31503,18,60
3,242,11137,6,30
3,242,18433,6,30
3,243,4313,47,90
3,243,11722,47,90
3,243,31067,47,90
3,243,11445,47,90
3,244,25384,28,120
3,244,17202,14,120
3,244,10412,28,120
3,244,30263,28,120
3,25,7626,6,30
3,236,3715,47,60
3,236,25015,18,60
3,237,2012,6,30
3,238,30418,18,60
3,238,19221,18,60
3,238,22830,75,60
3,239,24660,18,60
3,239,16933,18,60
4,240,3835,57,60
4,240,28142,57,60
4,241,26475,18,60
4,241,18819,18,60
4,242,15928,6,30
4,242,15434,6,30
4,243,26009,47,90
4,243,3187,47,90
4,243,18277,47,90
4,243,7864,47,90
4,244,11585,28,120
4,244,1093,28,120
4,244,2718,28,120
4,244,22302,28,120
4,25,18607,6,30
4,236,2535,18,60
4,236,17855,47,60
4,237,22757,6,30
4,238,2193,18,60
4,238,17714,57,60
4,238,4827,18,60
4,239,16658,18,60
4,239,27862,57,60
5,240,26336,18,60
5,240,21201,18,60
5,241,23745,57,60
5,241,26500,75,60
5,242,31747,6,30
5,242,27987,6,30
5,243,16627,47,90
5,243,16143,47,90
5,243,19023,47,90
5,243,15653,47,90
5,244,19618,28,120
5,244,29537,28,120
5,244,19786,28,120
5,244,30366,28,120
5,25,31238,6,30
5,236,17621,57,60
5,236,26143,57,60
5,237,20030,6,30
5,238,27272,18,60
5,238,17943,57,60
5,238,12815,18,60
5,239,26081,57,60
5,239,24673,18,60
6,240,7373,18,60
6,240,5983,57,60
6,241,16753,75,60
6,241,13780,57,60
6,242,8785,6,30
6,242,32157,6,30
6,243,27752,47,90
6,243,26352,47,90
6,243,1022,47,90
6,243,20159,47,90
6,244,30912,28,120
6,244,10841,28,120
6,244,652,28,120
6,244,1533,28,120
6,25,18109,6,30
6,236,23848,57,60
6,236,4303,75,60
6,237,22582,6,30
6,238,21966,57,60
6,238,29837,57,60
6,238,17551,47,60
6,239,7059,18,60
6,239,15357,75,60
7,240,12305,18,60
7,240,10813,18,60
7,241,19819,57,60
7,241,25989,57,60
7,242,1724,6,30
7,242,14039,6,30
7,243,13833,47,90
7,243,5684,47,90
7,243,3399,47,90
7,243,14527,47,90
7,244,11001,28,120
7,244,11579,28,120
7,244,14453,28,120
7,244,27022,28,120
7,25,32124,6,30
7,236,27957,57,60
7,236,2632,75,60
7,237,19638,6,30
7,238,13284,75,60
7,238,16862,18,60
7,238,23983,57,60
7,239,29033,18,60
7,239,14851,18,60
8,240,32043,57,60
8,240,23173,18,60
8,241,31566,18,60
8,241,10341,18,60
8,242,5672,6,30
8,242,27169,6,30
8,243,18737,47,90
8,243,18043,47,90
8,243,3425,47,90
8,243,25071,47,90
8,244,19608,28,120
8,244,16441,28,120
8,244,12051,28,120
8,244,28897,28,120
8,25,17995,6,30
8,236,17289,75,60
8,236,30765,18,60
8,237,28406,6,30
8,238,15597,57,60
8,238,24740,18,60
8,238,30261,75,60
8,239,22355,18,60
8,239,14103,47,60
9,240,16494,75,60
9,240,5279,75,60
9,241,23385,75,60
9,241,29977,57,60
9,242,3842,6,30
9,242,25173,6,30
9,243,29025,47,90
9,243,24275,47,90
9,243,13532,47,90
9,243,10773,47,90
9,244,28494,28,120
9,244,9643,28,120
9,244,23638,28,120
9,244,3863,28,120
9,25,4727,6,30
9,236,1751,57,60
9,236,18489,75,60
9,237,5712,6,30
9,238,22572,18,60
9,238,4766,18,60
9,238,20260,18,60
9,239,4281,18,60
9,239,17447,18,60
10,240,14188,75,60
10,240,9662,57,60
10,241,6864,18,60
10,241,26134,57,60
10,242,8486,6,30
10,242,31070,6,30
10,243,18856,47,90
10,243,3705,47,90
10,243,18274,47,90
10,243,6431,47,90
10,244,29203,28,120
10,244,2060,28,120
10,244,21166,28,120
10,244,28139,28,120
10,25,5934,6,30
10,236,14099,47,60
10,236,20413,18,60
10,237,10423,6,30
10,238,21369,75,60
10,238,29482,18,60
10,238,30505,18,60
10,239,5807,57,60
10,239,26076,57,60
11,240,19318,75,60
11,240,24683,18,60
11,241,31136,75,60
11,241,10056,47,60
11,242,23204,6,30
11,242,15967,6,30
11,243,28818,47,90
11,243,21687,47,90
11,243,3134,47,90
11,243,29095,47,90
11,244,5552,28,120
11,244,27633,28,120
11,244,20773,28,120
11,244,30632,28,120
11,25,27407,6,30
11,236,27502,18,60
11,236,19218,18,60
11,237,9672,6,30
11,238,13139,18,60
11,238,23942,57,60
11,238,14455,75,60
11,239,81,75,60
11,239,24791,75,60
12,240,25571,18,60
12,240,32173,57,60
12,241,30277,75,60
12,241,4310,75,60
12,242,26817,6,30
12,242,1789,6,30
12,243,14846,47,90
12,243,1417,47,90
12,243,28188,47,90
12,243,3367,47,90
12,244,10282,3,120
12,244,24147,28,120
12,244,6515,14,120
12,244,8118,28,120
12,25,5490,6,30
12,236,8685,75,60
12,236,12821,18,60
12,237,24114,6,30
12,238,11089,18,60
12,238,22258,75,60
12,238,15253,75,60
12,239,26961,18,60
12,239,29668,57,60
13,240,4109,75,60
13,240,21525,18,60
13,241,10819,18,60
13,241,32150,57,60
13,242,1233,6,30
13,242,23876,6,30
13,243,26430,47,90
13,243,9677,47,90
13,243,6830,47,90
13,243,29198,47,90
13,244,24165,28,120
13,244,8171,28,120
13,244,788,28,120
13,244,841,28,120
13,25,11774,6,30
13,236,24904,18,60
13,236,7096,18,60
13,237,14884,6,30
13,238,31889,57,60
13,238,8587,18,60
13,238,31998,57,60
13,239,24394,18,60
13,239,11012,75,60
14,240,17750,57,60
14,240,26388,18,60
14,241,16554,18,60
14,241,20950,18,60
14,242,22161,6,30
14,242,16031,6,30
14,243,13216,47,90
14,243,18621,47,90
14,243,16654,47,90
14,243,10448,47,90
14,244,25360,28,120
14,244,21893,28,120
14,244,15718,28,120
14,244,655,28,120
14,25,9369,6,30
14,236,31089,75,60
14,236,19135,18,60
14,237,6538,6,30
14,238,13089,18,60
14,238,14610,18,60
14,238,16909,18,60
14,239,10017,57,60
14,239,9520,57,60
15,240,4209,18,60
15,240,2599,75,60
15,241,26811,75,60
15,241,27413,75,60
15,242,28969,6,30
15,242,12397,6,30
15,243,9922,47,90
15,243,14323,47,90
15,243,3916,47,90
15,243,8716,47,90
15,244,28824,28,120
15,244,29629,28,120
15,244,14188,28,120
15,244,18758,28,120
15,25,27179,6,30
15,236,9952,57,60
15,236,28482,18,60
15,237,22235,6,30
15,238,18644,18,60
15,238,21956,57,60
15,238,13678,57,60
15,239,23963,57,60
15,239,6996,75,60
16,240,497,18,60
16,240,2075,75,60
16,241,22920,57,60
16,241,2184,18,60
16,242,30874,6,30
16,242,20430,6,30
16,243,6356,47,90
16,243,10219,47,90
16,243,23888,47,90
16,243,23007,47,90
16,244,14296,28,120
16,244,14404,28,120
16,244,3973,28,120
16,244,11308,28,120
16,25,5216,6,30
16,236,18267,18,60
16,236,14939,18,60
16,237,31394,6,30
16,238,8349,75,60
16,238,15687,57,60
16,238,1927,57,60
16,239,14420,75,60
16,239,21895,57,60
17,240,24259,75,60
17,240,6212,18,60
17,241,25443,18,60
17,241,4639,75,60
17,242,16647,6,30
17,242,14063,6,30
17,243,23168,47,90
17,243,30794,47,90
17,243,19181,47,90
17,243,27967,47,90
17,244,19280,28,120
17,244,23876,28,120
17,244,157,28,120
17,244,2743,28,120
17,25,6248,6,30
17,236,30759,18,60
17,236,12081,47,60
17,237,22134,6,30
17,238,20416,18,60
17,238,13457,18,60
17,238,1114,18,60
17,239,29724,57,60
17,239,6606,75,60
18,240,16859,18,60
18,240,10187,18,60
18,241,28714,18,60
18,241,22606,18,60
18,242,18352,6,30
18,242,19923,6,30
18,243,25576,47,90
18,243,26518,47,90
18,243,11060,47,90
18,243,8206,47,90
18,244,25239,28,120
18,244,26962,28,120
18,244,20037,28,120
18,244,16913,28,120
18,25,19231,6,30
18,236,21843,57,60
18,236,11965,57,60
18,237,1594,6,30
18,238,23104,75,60
18,238,24778,75,60
18,238,1755,57,60
18,239,11784,47,60
18,239,13439,18,60
19,240,29393,75,60
19,240,25467,18,60
19,241,30419,18,60
19,241,31075,18,60
19,242,19193,6,30
19,242,12879,6,30
19,243,22209,47,90
19,243,21860,47,90
19,243,22045,47,90
19,243,13358,47,90
19,244,30907,28,120
19,244,24585,28,120
19,244,30814,28,120
19,244,19518,28,120
19,25,22369,6,30
19,236,4354,75,60
19,236,1635,57,60
19,237,13177,6,30
19,238,28294,75,60
19,238,17614,57,60
19,238,16251,18,60
19,239,15786,57,60
19,239,30180,57,60
20,240,27330,18,60
20,240,27358,75,60
20,241,28139,57,60
20,241,28111,57,60
20,242,26122,6,30
20,242,6597,6,30
20,243,16008,47,90
20,243,24730,47,90
20,243,9540,47,90
20,243,20262,47,90
20,244,29626,28,120
20,244,2350,28,120
20,244,5780,28,120
20,244,13717,28,120
20,25,15668,6,30
20,236,29292,18,60
20,236,14681,75,60
20,237,11882,6,30
20,238,6390,75,60
20,238,5173,75,60
20,238,9327,18,60
20,239,5563,57,60
20,239,5302,18,60
21,240,14690,75,60
21,240,7567,57,60
21,241,15226,18,60
21,241,27116,75,60
21,242,8872,6,30
21,242,7207,6,30
21,243,17544,47,90
21,243,7589,47,90
21,243,4925,47,90
21,243,18487,47,90
21,244,28738,28,120
21,244,15066,28,120
21,244,16661,28,120
21,244,24918,28,120
21,25,8166,6,30
21,236,11369,18,60
21,236,21446,18,60
21,237,11755,6,30
21,238,19345,75,60
21,238,16574,18,60
21,238,14484,75,60
21,239,9121,18,60
21,239,11062,18,60
22,240,16739,75,60
22,240,10504,18,60
22,241,987,18,60
22,241,3454,47,60
22,242,15056,6,30
22,242,1459,6,30
22,243,10494,47,90
22,243,19905,47,90
22,243,19421,47,90
22,243,30586,47,90
22,244,17152,28,120
22,244,2681,28,120
22,244,15224,28,120
22,244,21277,28,120
22,25,23462,6,30
22,236,22224,75,60
22,236,5,75,60
22,237,5713,6,30
22,238,15722,57,60
22,238,3131,18,60
22,238,816,18,60
22,239,17251,18,60
22,239,6868,18,60
23,240,22388,18,60
23,240,1574,57,60
23,241,19364,75,60
23,241,13523,47,60
23,242,9232,6,30
23,242,5363,6,30
23,243,20573,47,90
23,243,6194,47,90
23,243,22374,47,90
23,243,28047,47,90
23,244,11121,28,120
23,244,24642,28,120
23,244,27107,28,120
23,244,19517,28,120
23,25,19412,6,30
23,236,27708,57,60
23,236,15277,75,60
23,237,3534,6,30
23,238,17153,18,60
23,238,31530,18,60
23,238,1751,57,60
23,239,2084,75,60
23,239,11991,57,60
24,240,12261,18,60
24,240,9083,18,60
24,241,15260,75,60
24,241,11478,18,60
24,242,10649,6,30
24,242,10325,6,30
24,243,13032,47,90
24,243,31321,47,90
24,243,2392,47,90
24,243,16716,47,90
24,244,7953,28,120
24,244,13554,28,120
24,244,13768,28,120
24,244,29247,28,120
24,25,26513,6,30
24,236,535,18,60
24,236,23733,57,60
24,237,3526,6,30
24,238,30112,57,60
24,238,31899,57,60
24,238,22300,18,60
24,239,25144,75,60
24,239,4740,18,60
25,240,26156,57,60
25,240,16751,75,60
25,241,14569,18,60
25,241,15523,18,60
25,242,14218,6,30
25,242,18830,1,30
25,243,11970,47,90
25,243,26770,47,90
25,243,11012,47,90
25,243,9652,47,90
25,244,28151,28,120
25,244,18436,28,120
25,244,5596,28,120
25,244,17500,28,120
25,25,8011,6,30
25,236,1740,57,60
25,236,1403,18,60
25,237,25925,6,30
25,238,18032,57,60
25,238,7238,75,60
25,238,22432,18,60
25,239,21800,57,60
25,239,30840,75,60
26,240,29604,18,60
26,240,16963,18,60
26,241,15819,47,60
26,241,19022,75,60
26,242,70,6,30
26,242,16400,6,30
26,243,16561,47,90
26,243,12211,47,90
26,243,17485,47,90
26,243,23231,47,90
26,244,1723,28,120
26,244,11513,28,120
26,244,29651,28,120
26,244,12525,28,120
26,25,9692,6,30
26,236,4422,18,60
26,236,11023,75,60
26,237,20596,6,30
26,238,26952,57,60
26,238,30706,18,60
26,238,24447,18,60
26,239,3245,75,60
26,239,1006,18,60
27,240,5384,18,60
27,240,11675,57,60
27,241,18576,18,60
27,241,16214,75,60
27,242,10388,6,30
27,242,17663,6,30
27,243,8641,47,90
27,243,11489,47,90
27,243,21277,47,90
27,243,32054,47,90
27,244,24626,28,120
27,244,2279,28,120
27,244,6812,28,120
27,244,28439,28,120
27,25,21255,6,30
27,236,12084,47,60
27,236,8475,18,60
27,237,17500,6,30
27,238,4386,75,60
27,238,21747,57,60
27,238,29114,75,60
27,239,9587,57,60
27,239,2130,18,60
28,240,2337,75,60
28,240,1162,75,60
28,241,26484,75,60
28,241,11298,75,60
28,242,10673,6,30
28,242,863,6,30
28,243,21868,47,90
28,243,12675,47,90
28,243,7844,47,90
28,243,621,47,90
28,244,5613,28,120
28,244,1062,28,120
28,244,5798,28,120
28,244,2831,28,120
28,25,425,6,30
28,236,12867,18,60
28,236,20518,75,60
28,237,16435,6,30
28,238,14328,18,60
28,238,31012,18,60
28,238,4349,75,60
28,239,6522,75,60
28,239,6156,18,60
29,240,16125,47,60
29,240,12838,18,60
29,241,23458,18,60
29,241,14124,75,60
29,242,22331,6,30
29,242,25163,6,30
29,243,3292,47,90
29,243,15986,47,90
29,243,19788,47,90
29,243,32111,47,90
29,244,11017,28,120
29,244,21538,28,120
29,244,30877,28,120
29,244,14222,28,120
29,25,14608,6,30
29,236,27886,57,60
29,236,23772,57,60
29,237,12333,6,30
29,238,6203,18,60
29,238,16717,75,60
29,238,11900,57,60
29,239,8673,75,60
29,239,11315,75,60
30,240,5325,18,60
30,240,16949,18,60
30,241,23696,57,60
30,241,6623,75,60
30,242,23560,6,30
30,242,27548,6,30
30,243,21048,47,90
30,243,12906,47,90
30,243,16914,48,90
30,243,19701,47,90
30,244,23742,28,120
30,244,16202,28,120
30,244,20309,28,120
30,244,3973,28,120
30,25,17241,6,30
30,236,14532,18,60
30,236,16127,47,60
30,237,29883,6,30
30,238,11097,18,60
30,238,24075,57,60
30,238,7271,75,60
30,239,31393,75,60
30,239,12613,18,60
31,224,24282,6,30
31,224,18462,6,30
31,16,25007,6,30
31,16,9125,6,30
31,245,7728,6,30
31,245,14577,6,30
31,246,23152,6,30
31,246,27913,6,30
31,247,31195,6,30
31,247,15539,6,30
31,248,27254,6,30
31,248,24110,6,30
31,221,6570,6,30
31,221,28374,6,30
31,222,23501,6,30
31,222,406,6,30
31,223,17433,70,45
31,223,5747,47,45
31,223,25809,57,45
32,224,29626,6,30
32,224,16381,6,30
32,16,946,6,30
32,16,21275,6,30
32,245,20882,6,30
32,245,18470,6,30
32,246,23980,6,30
32,246,23742,6,30
32,247,17787,6,30
32,247,31327,6,30
32,248,22201,6,30
32,248,19094,6,30
32,221,22314,6,30
32,221,25126,6,30
32,222,22051,6,30
32,222,26768,6,30
32,223,18097,57,45
32,223,25322,70,45
32,223,9141,70,45
33,224,30651,6,30
33,224,29461,6,30
33,16,14977,6,30
33,16,13764,6,30
33,245,22466,6,30
33,245,20551,6,30
33,246,15827,6,30
33,246,17455,6,30
33,247,5025,6,30
33,247,25299,6,30
33,248,19888,6,30
33,248,7097,6,30
33,221,26208,6,30
33,221,17222,6,30
33,222,9528,6,30
33,222,14875,6,30
33,223,11929,57,45
33,223,13056,70,45
33,223,30254,70,45
34,224,12365,6,30
34,224,6311,6,30
34,16,30658,6,30
34,16,16117,6,30
34,245,14809,6,30
34,245,25041,6,30
34,246,21376,6,30
34,246,19749,6,30
34,247,9386,6,30
34,247,18399,6,30
34,248,3769,6,30
34,248,29181,6,30
34,221,27596,6,30
34,221,22710,6,30
34,222,13721,6,30
34,222,27133,6,30
34,223,12744,70,45
34,223,12810,70,45
34,223,20875,70,45
35,224,20138,6,30
35,224,3407,6,30
35,16,6554,6,30
35,16,4076,6,30
35,245,14714,6,30
35,245,27308,6,30
35,246,17350,6,30
35,246,23143,6,30
35,247,6371,6,30
35,247,17973,6,30
35,248,23149,6,30
35,248,411,6,30
35,221,12330,6,30
35,221,933,6,30
35,222,24516,6,30
35,222,22803,6,30
35,223,1630,57,45
35,223,5964,57,45
35,223,17733,57,45
36,224,18213,6,30
36,224,23692,6,30
36,16,9851,6,30
36,16,4662,6,30
36,245,12984,6,30
36,245,9223,6,30
36,246,8752,1,30
36,246,31401,6,30
36,247,11925,6,30
36,247,22662,6,30
36,248,20396,6,30
36,248,31580,6,30
36,221,16909,6,30
